,months,id,Consumption
357,10,AC100R,288.9002375000008
358,10,AC125R,644.7227425260401
359,10,AC140R,228.89898325000016
360,10,XA018D,0.0
361,10,XA025D,0.0
362,10,XA028D,13.573521404422022
363,10,XA030D,24.74433001151996
364,10,XA036D,14.482975107132006
365,10,XA040D,260.2106935896178
366,10,XA050D,333.29179082960184
367,10,XA056D,466.2075537138308
368,10,XA063R,289.2399189679723
369,10,XA070D,435.2961788984707
370,10,XA075R,168.799213731061
371,10,XA080D,271.60824572481687
372,10,XA090D,202.17035421764228
373,10,XA095D,201.24671884922537
374,10,XA100D,121.54267518166664
375,10,XA100R,178.10403999999988
376,10,XA110D,178.68953388055058
377,10,XA125D,477.51629793150283
378,10,XA140D,0.0
379,10,XR100D,0.0
380,10,XR110D,0.0
381,10,XR115D,0.0
382,10,XR125D,233.64051150781185
383,10,XR140D,22.693616521800013
384,10,XR150D,119.46870772374969
385,11,AC036D,141.4336653285917
386,11,AC040D,303.85503062752963
387,11,AC050D,892.8268674508597
388,11,AC056D,838.1185723338483
389,11,AC063R,912.3786350310993
390,11,AC075R,1770.743211097918
391,11,AC090R,230.211169270834
392,11,AC100R,145.18305369944568
393,11,AC125R,437.8271010677064
394,11,AC140R,11.482499233333339
395,11,XA018D,0.0
396,11,XA025D,16.203833908934016
397,11,XA028D,18.378915473674
398,11,XA030D,76.83611218781881
399,11,XA036D,71.49613729346625
400,11,XA040D,68.26121239671774
401,11,XA050D,281.9253027484519
402,11,XA056D,833.0921595938432
403,11,XA063R,378.33751180508483
404,11,XA070D,565.0464245885346
405,11,XA075R,713.5886256406262
406,11,XA080D,364.5211284698208
407,11,XA090D,9.60225732655
408,11,XA095D,101.6128272540501
409,11,XA100D,164.01160076000048
410,11,XA100R,314.9399400000013
411,11,XA110D,0.6534994221
412,11,XA125D,795.8223976138735
413,11,XA140D,0.0
414,11,XR100D,0.0
415,11,XR110D,0.0
416,11,XR115D,0.0
417,11,XR125D,180.56287599218723
418,11,XR140D,43.2398486674
419,11,XR150D,33.683768332083375
420,12,AC036D,146.70141198228856
421,12,AC040D,175.3411638296651
422,12,AC050D,467.1144781012503
423,12,AC056D,494.46887261602166
424,12,AC063R,627.0116700069568
425,12,AC075R,1415.4032900260452
426,12,AC090R,302.1562144708332
427,12,AC100R,496.9646590008954
428,12,AC125R,706.0209240364584
429,12,AC140R,20.261463600000006
430,12,XA018D,0.0
431,12,XA025D,0.0
432,12,XA028D,27.384694186094052
433,12,XA030D,16.127128972528048
434,12,XA036D,66.2318328421822
435,12,XA040D,187.65769011172512
436,12,XA050D,327.62267431668624
437,12,XA056D,308.66221475717475
438,12,XA063R,203.4961094270412
439,12,XA070D,336.5026615892238
440,12,XA075R,686.455910850692
441,12,XA080D,238.60989656451062
442,12,XA090D,131.34567688164958
443,12,XA095D,36.13397119184997
444,12,XA100D,119.94774400000006
445,12,XA100R,510.07152777777634
446,12,XA110D,0.32674971105
447,12,XA125D,937.4981206682297
448,12,XA140D,0.0
449,12,XR100D,0.0
450,12,XR110D,0.0
451,12,XR115D,0.0
452,12,XR125D,415.35130021267145
453,12,XR140D,0.0
454,12,XR150D,147.79776923624982
455,13,AC036D,29.795790511032
456,13,AC040D,315.12632212303885
457,13,AC050D,434.7848691258336
458,13,AC056D,606.9682778827726
459,13,AC063R,861.1779084281053
460,13,AC075R,586.2760593264471
461,13,AC090R,241.6662714375008
462,13,AC100R,135.77640902777782
463,13,AC125R,387.12898218749984
464,13,AC140R,0.0
465,13,XA018D,0.0
466,13,XA025D,0.0
467,13,XA028D,42.802619139420024
468,13,XA030D,12.064538099375989
469,13,XA036D,46.19407698486447
470,13,XA040D,180.64981520551981
471,13,XA050D,184.2316114951107
472,13,XA056D,1095.4048960917892
473,13,XA063R,311.261644765688
474,13,XA070D,158.44641928189972
475,13,XA075R,335.32319091145763
476,13,XA080D,823.4390950725248
477,13,XA090D,10.950048763200003
478,13,XA095D,340.047072881251
479,13,XA100D,152.4335332099996
480,13,XA100R,844.7344438388948
481,13,XA110D,0.0
482,13,XA125D,817.9842380937462
483,13,XA140D,0.0
484,13,XR100D,0.0
485,13,XR110D,0.0
486,13,XR115D,0.0
487,13,XR125D,335.94783314409864
488,13,XR140D,0.5440325898000005
489,13,XR150D,85.89832742166678
490,14,AC036D,27.068922958690663
491,14,AC040D,44.23839021839997
492,14,AC050D,352.68075147241683
493,14,AC056D,194.73361118937598
494,14,AC063R,295.2397525166228
495,14,AC075R,1610.8469397981064
496,14,AC090R,308.0123626125011
497,14,AC100R,775.6276120833318
498,14,AC125R,772.3873046680395
499,14,AC140R,12.460009449999975
500,14,XA018D,0.0
501,14,XA025D,32.596017644498055
502,14,XA028D,72.5444341299162
503,14,XA030D,18.798437606409987
504,14,XA036D,50.695137190600214
505,14,XA040D,184.95465325822929
506,14,XA050D,383.206860879657
507,14,XA056D,663.1716125398457
508,14,XA063R,465.1121475156268
509,14,XA070D,456.57194953624025
510,14,XA075R,1166.9871735156187
511,14,XA080D,812.7896523398473
512,14,XA090D,2.649079524938001
513,14,XA095D,625.1546871599559
514,14,XA100D,4.3743956900000045
515,14,XA100R,668.201930641025
516,14,XA110D,258.7817116530358
517,14,XA125D,893.235533698901
518,14,XA140D,0.0
519,14,XR100D,0.0
520,14,XR110D,34.00505104255001
521,14,XR115D,28.513465149774472
522,14,XR125D,93.07774891832541
523,14,XR140D,248.43199431773337
524,14,XR150D,198.60169609291728
525,15,AC036D,294.92700592207564
526,15,AC040D,148.79990403018058
527,15,AC050D,372.9420551526457
528,15,AC056D,786.4047526412811
529,15,AC063R,830.3192239688063
530,15,AC075R,422.3113855989579
531,15,AC090R,54.450238879166854
532,15,AC100R,155.80047875000062
533,15,AC125R,383.4339287916681
534,15,AC140R,97.98049379999999
535,15,XA018D,0.0
536,15,XA025D,0.14023319849000002
537,15,XA028D,22.77757842249401
538,15,XA030D,31.64115105435189
539,15,XA036D,17.66819504157406
540,15,XA040D,210.45431637394609
541,15,XA050D,390.4108482406201
542,15,XA056D,249.3518074897269
543,15,XA063R,485.2431275966394
544,15,XA070D,242.1123641011327
545,15,XA075R,546.1000733278502
546,15,XA080D,398.5608299265409
547,15,XA090D,0.0
548,15,XA095D,364.0211682063074
549,15,XA100D,49.32313594833334
550,15,XA100R,551.1103713888887
551,15,XA110D,42.48669663279996
552,15,XA125D,948.9556070859378
553,15,XA140D,0.0
554,15,XR100D,20.6873968
555,15,XR110D,0.0
556,15,XR115D,4.920165000012501
557,15,XR125D,115.50108804374935
558,15,XR140D,0.0
559,15,XR150D,42.567345907916796
560,16,AC036D,110.9630509921917
561,16,AC040D,180.86844271937724
562,16,AC050D,405.8514492719701
563,16,AC056D,614.0807153860401
564,16,AC063R,1041.1918790905572
565,16,AC075R,1241.2156327031278
566,16,AC090R,19.400102750000034
567,16,AC100R,787.2068137145748
568,16,AC125R,268.98553572916717
569,16,AC140R,46.10241089999993
570,16,XA018D,0.0
571,16,XA025D,14.31909508785004
572,16,XA028D,30.45475449314205
573,16,XA030D,37.735869594304056
574,16,XA036D,44.96039817077188
575,16,XA040D,129.7730420263057
576,16,XA050D,200.05771023973057
577,16,XA056D,838.4641871949144
578,16,XA063R,438.5550187310824
579,16,XA070D,75.64465376861385
580,16,XA075R,609.8423552496928
581,16,XA080D,444.53809137490117
582,16,XA090D,0.5918436727000003
583,16,XA095D,977.0973369344003
584,16,XA100D,337.45846192051295
585,16,XA100R,787.1543241089752
586,16,XA110D,108.5659283912
587,16,XA125D,419.22426151302
588,16,XA140D,0.0
589,16,XR100D,25.984438549999986
590,16,XR110D,25.42315228697998
591,16,XR115D,45.48449818215837
592,16,XR125D,288.94978765326283
593,16,XR140D,0.0
594,16,XR150D,254.98186195708303
595,17,AC036D,25.9634067798
596,17,AC040D,30.893278464533342
597,17,AC050D,626.8583329411553
598,17,AC056D,604.3164952610148
599,17,AC063R,814.0366346296167
600,17,AC075R,623.6795380128186
601,17,AC090R,393.69179849999983
602,17,AC100R,355.9263399999992
603,17,AC125R,1050.0280805569876
604,17,AC140R,387.7431244421054
605,17,XA018D,0.0
606,17,XA025D,40.85618276470745
607,17,XA028D,32.56951066481937
608,17,XA030D,51.14306793151205
609,17,XA036D,0.0
610,17,XA040D,288.31698533147943
611,17,XA050D,157.23224024446768
612,17,XA056D,657.3956259355083
613,17,XA063R,300.3516440417858
614,17,XA070D,658.1323646287209
615,17,XA075R,505.95350682581187
616,17,XA080D,904.7031289577417
617,17,XA090D,355.77352784330037
618,17,XA095D,129.1828539224513
619,17,XA100D,97.06815891499978
620,17,XA100R,965.1687500000003
621,17,XA110D,21.327115628000005
622,17,XA125D,390.9608888098957
623,17,XA140D,0.0
624,17,XR100D,0.0
625,17,XR110D,67.03185366780004
626,17,XR115D,0.9006842857250009
627,17,XR125D,610.3322365853157
628,17,XR140D,0.0
629,17,XR150D,78.11143726750015
630,18,AC036D,0.0
631,18,AC040D,59.89834755520004
632,18,AC050D,154.30376249750014
633,18,AC056D,394.7132059612592
634,18,AC063R,1509.8679318701486
635,18,AC075R,938.2102205729132
636,18,AC090R,308.82389107500086
637,18,AC100R,631.7209603409086
638,18,AC125R,468.1717835763896
639,18,AC140R,94.47553422222231
640,18,XA018D,0.0
641,18,XA025D,15.704146929044011
642,18,XA028D,123.13155800242737
643,18,XA030D,232.23365588287112
644,18,XA036D,277.24664834463715
645,18,XA040D,398.3005690873033
646,18,XA050D,498.9056786220723
647,18,XA056D,760.0447764484958
648,18,XA063R,333.5904610619848
649,18,XA070D,367.4958097792881
650,18,XA075R,546.7542269878468
651,18,XA080D,433.418407437297
652,18,XA090D,8.476814426849991
653,18,XA095D,269.36106648014584
654,18,XA100D,462.04006447807603
655,18,XA100R,306.84027402778014
656,18,XA110D,0.0
657,18,XA125D,804.4061266779466
658,18,XA140D,0.0
659,18,XR100D,0.0
660,18,XR110D,44.332092529346994
661,18,XR115D,44.64813071459981
662,18,XR125D,222.33035796476486
663,18,XR140D,13.851304914999993
664,18,XR150D,82.18055151249992
665,19,AC036D,260.2070353153598
666,19,AC040D,71.41171836399984
667,19,AC050D,230.25660365750042
668,19,AC056D,329.1228546941447
669,19,AC063R,1042.1321043816336
670,19,AC075R,688.0251515014387
671,19,AC090R,116.49701390833314
672,19,AC100R,855.7468995833383
673,19,AC125R,195.97242875000032
674,19,AC140R,5.388121200000001
675,19,XA018D,0.0
676,19,XA025D,8.289873530596006
677,19,XA028D,0.0
678,19,XA030D,43.79879877351996
679,19,XA036D,74.90120897132391
680,19,XA040D,344.73156060618624
681,19,XA050D,458.683136777245
682,19,XA056D,935.4940678548987
683,19,XA063R,410.55129536778185
684,19,XA070D,777.7482364929108
685,19,XA075R,706.1364610416721
686,19,XA080D,1108.3379850819208
687,19,XA090D,4.4095957554055385
688,19,XA095D,815.7732622198082
689,19,XA100D,281.8788009800009
690,19,XA100R,911.79392538515
691,19,XA110D,222.91230183250028
692,19,XA125D,1079.5590721800868
693,19,XA140D,0.0
694,19,XR100D,0.0
695,19,XR110D,4.724237276527999
696,19,XR115D,96.07237968676256
697,19,XR125D,616.9137473543108
698,19,XR140D,181.0706407184892
699,19,XR150D,190.54868298666702
700,20,AC036D,216.17597551686387
701,20,AC040D,26.10517745359995
702,20,AC050D,308.65192959999706
703,20,AC056D,391.0911235361895
704,20,AC063R,736.0485272409976
705,20,AC075R,523.6646388020854
706,20,AC090R,75.48885960000008
707,20,AC100R,547.2249540277799
708,20,AC125R,726.1203407378488
709,20,AC140R,169.97435688333238
710,20,XA018D,0.0
711,20,XA025D,13.068117338584011
712,20,XA028D,95.82053654274662
713,20,XA030D,80.29266420593588
714,20,XA036D,78.11955228805336
715,20,XA040D,405.9709705474399
716,20,XA050D,587.1776119576501
717,20,XA056D,475.75678537223257
718,20,XA063R,655.4697145904578
719,20,XA070D,309.56791035309885
720,20,XA075R,549.3465416066956
721,20,XA080D,469.14347810244766
722,20,XA090D,95.72988428360004
723,20,XA095D,691.912120420308
724,20,XA100D,219.85013870166645
725,20,XA100R,815.5029866666655
726,20,XA110D,22.31467076206664
727,20,XA125D,570.9619775299827
728,20,XA140D,0.0
729,20,XR100D,0.0
730,20,XR110D,61.987735100199785
731,20,XR115D,0.0
732,20,XR125D,374.6533615626812
733,20,XR140D,23.837372325200054
734,20,XR150D,31.366721968750024
735,21,AC036D,73.94247681209576
736,21,AC040D,355.679802652534
737,21,AC050D,758.3621173894803
738,21,AC056D,100.48809025852772
739,21,AC063R,1004.7282634471223
740,21,AC075R,685.1024932949605
741,21,AC090R,432.83427541666566
742,21,AC100R,546.8794570833327
743,21,AC125R,111.06824695312487
744,21,AC140R,8.206781800000002
745,21,XA018D,0.0
746,21,XA025D,10.505350008481988
747,21,XA028D,35.622385070328
748,21,XA030D,38.470670614223096
749,21,XA036D,53.55957318258047
750,21,XA040D,205.86984648688306
751,21,XA050D,469.2525711682089
752,21,XA056D,724.0583947647032
753,21,XA063R,367.22579233024976
754,21,XA070D,302.3465497432232
755,21,XA075R,542.382860208255
756,21,XA080D,289.28282224800154
757,21,XA090D,3.3804401998500007
758,21,XA095D,261.18315480995966
759,21,XA100D,145.75460195153852
760,21,XA100R,1045.3331814015164
761,21,XA110D,121.68619319010021
762,21,XA125D,1208.5571163651864
763,21,XA140D,0.0
764,21,XR100D,0.0
765,21,XR110D,48.90763555249997
766,21,XR115D,0.0
767,21,XR125D,217.9599102017108
768,21,XR140D,69.51940752399992
769,21,XR150D,83.69333787499978
770,22,AC036D,5.3314170202160005
771,22,AC040D,132.7041527417455
772,22,AC050D,450.2052136680532
773,22,AC056D,198.58450749080487
774,22,AC063R,579.0188083738283
775,22,AC075R,374.1108998958329
776,22,AC090R,175.75934316111136
777,22,AC100R,343.1852662499993
778,22,AC125R,274.20489361032224
779,22,AC140R,317.32351700291804
780,22,XA018D,0.0
781,22,XA025D,13.793587808130036
782,22,XA028D,115.92341236142988
783,22,XA030D,73.1464126996905
784,22,XA036D,37.50407102162
785,22,XA040D,274.2798837940662
786,22,XA050D,467.5046996910317
787,22,XA056D,1168.2870107250835
788,22,XA063R,291.00385018065293
789,22,XA070D,774.7159691430103
790,22,XA075R,881.8023909895833
791,22,XA080D,684.3701563423386
792,22,XA090D,141.38370145935008
793,22,XA095D,745.6543251886211
794,22,XA100D,314.6150837083315
795,22,XA100R,553.1964637500008
796,22,XA110D,45.13693901989995
797,22,XA125D,877.9133107109343
798,22,XA140D,0.0
799,22,XR100D,0.0
800,22,XR110D,61.732999579688865
801,22,XR115D,0.0
802,22,XR125D,166.16731085167518
803,22,XR140D,113.61128967082243
804,22,XR150D,96.75506709278866
805,23,AC036D,154.33818820676615
806,23,AC040D,37.19465383760002
807,23,AC050D,292.0953553137861
808,23,AC056D,419.5512199532257
809,23,AC063R,525.5858547261225
810,23,AC075R,1038.7636553133436
811,23,AC090R,254.4970225795461
812,23,AC100R,249.80430902777755
813,23,AC125R,359.84266265092845
814,23,AC140R,120.49280564999992
815,23,XA018D,0.0
816,23,XA025D,29.995390574116435
817,23,XA028D,33.740458874685466
818,23,XA030D,120.44417601897831
819,23,XA036D,95.66341465036085
820,23,XA040D,226.9461063089408
821,23,XA050D,379.4181858760709
822,23,XA056D,811.264226438916
823,23,XA063R,481.174487938858
824,23,XA070D,393.56559483166063
825,23,XA075R,387.39923326848543
826,23,XA080D,692.4702183144341
827,23,XA090D,287.5744257542688
828,23,XA095D,1667.3120785703575
829,23,XA100D,44.71024750500003
830,23,XA100R,572.4025482675422
831,23,XA110D,2.7529731029499978
832,23,XA125D,900.2355654574648
833,23,XA140D,0.0
834,23,XR100D,0.0
835,23,XR110D,11.35644797735
836,23,XR115D,0.0
837,23,XR125D,283.9453724044982
838,23,XR140D,101.59894208939976
839,23,XR150D,45.51369711875003
840,24,AC036D,276.46056811381715
841,24,AC040D,87.79101887920014
842,24,AC050D,788.7162028990863
843,24,AC056D,836.8121312283829
844,24,AC063R,676.6520627327616
845,24,AC075R,1119.1814617708308
846,24,AC090R,673.9916107263922
847,24,AC100R,417.63235791666875
848,24,AC125R,555.8884233437493
849,24,AC140R,260.2050992333339
850,24,XA018D,0.0
851,24,XA025D,10.09508622053397
852,24,XA028D,12.44563544336818
